web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,garantie_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
"1733582493-185","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12015956","AUDI A1 Sportback 30 TFSI S Line Attraction","Tageszulassung","CHF 37'499.–","Neues Fahrzeug","Neues Fahrzeug","500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[A41] Audi Swiss Service Package+
[2Y2Y] gletscherweiss-gletscherweiss
[3GD] Gepäckraumpaket
[4ZP] Optikpaket schwarz plus
[9VD] Audi Sound System","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","AMAG Baden","Winkelstrasse 2, 5442 Fislisbach","https://www.amag.ch/de/garagenuebersicht/garage-baden.html","Geschäft 056 484 66 66"
"1733582496-186","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12015958","AUDI A1 Sportback 30 TFSI S Line Attraction","CH-Ausführung / Gratisservice","CHF 41'690.–","09.2024","09.2024","3'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[3GD] Gepäckraumpaket
[4ZP] Optikpaket schwarz plus
[9VD] Audi Sound System
[2Y2Y] gletscherweiss-gletscherweiss
[A41] Audi Swiss Service Package+
[WK0] Paket Infotainment","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneArrow down iconMehr anzeigen","AMAG Baden","Winkelstrasse 2, 5442 Fislisbach","https://www.amag.ch/de/garagenuebersicht/garage-baden.html","Geschäft 056 484 66 66"
"1733582498-187","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12048738","AUDI A1 Sportback 35 TFSI S Line","Audi Smartphone Interface - LED Scheinwerfer - Ambiente licht - virtual cockpit","CHF 29'888.–","10.2022","10.2022","27'150 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","-","Ja","Nein","Ja","Das Fahrzeug ist ein Direkt-Importfahrzeug. Die effektive Ausstattung kann von der vertraglich genannten Serien- und Mehrausstattung abweichen. Das Audi Service Paket Schweiz entfällt!","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Einparkhilfe hintenAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarBordwerkzeug und WagenheberEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugInnenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikArrow down iconMehr anzeigen","AMAG Automobil und Motoren AG","Zugerstrasse 2, 6340 Sihlbrugg","https://www.amag.ch/de/garagenuebersicht/occasions-center-sihlbrugg.html","Geschäft 041 748 67 48"
"1733582500-188","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12017025","AUDI A1 Sportback 30 TFSI Attraction","2.99% Leasingaktion / Gratisservice / bei Flottenbestätigung 4–11 % Zusatzrabatt","CHF 29'900.–","Neues Fahrzeug","Neues Fahrzeug","10 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","ASSP+: 10 Jahre / 100'000 Km gratis Service, 3 Jahre / 100'000 Km Reparaturen kostenlos.","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugLackierung: Metallic-LackierungMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","AMAG Frauenfeld","Zürcherstrasse 331, 8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Geschäft 052 728 97 77"
"1733582503-189","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12017026","AUDI A1 Sportback 30 TFSI Attraction","2.99% Leasingaktion / Gratisservice / bei Flottenbestätigung 4–11 % Zusatzrabatt","CHF 29'900.–","Neues Fahrzeug","Neues Fahrzeug","10 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","ASSP+: 10 Jahre / 100'000 Km gratis Service, 3 Jahre / 100'000 Km Reparaturen kostenlos.","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugLackierung: Metallic-LackierungMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","AMAG Frauenfeld","Zürcherstrasse 331, 8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Geschäft 052 728 97 77"
"1733582505-190","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12020549","AUDI A1 Sportback 35 TFSI S Line","Tageszulassung","CHF 43'900.–","06.2024","06.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","6 l/100 km","Ja","11.03.2024","Ja","[EA5] Anschlussgarantie 4. Jahr, max. 80'000 km, (netto)
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[A41] Audi Swiss Service Package+
[2Y0E] gletscherweiss-mythosschwarz","AusstattungenOptionale AusstattungAssist: RückfahrkameraDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeMedia: Audi connect Navigation & Infotainment plus - 3 JahreMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","AMAG Schaffhausen","Spitalstrasse 27, 8200 Schaffhausen","https://www.amag.ch/de/garagenuebersicht/garage-schaffhausen.html","Geschäft 052 630 55 55"
"1733582507-191","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12043387","AUDI A1 Sportback 30 TFSI Attraction","Standort: AMAG Horgen - Im Schnegg 1  8810 Horgen/ Tel: 044 727 40 40","CHF 34'990.–","Neues Fahrzeug","Neues Fahrzeug","12 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[0E0E] mythosschwarz-mythosschwarz
[EA5] Anschlussgarantie 4. Jahr, max. 80'000 km, (netto)

Ablieferungspauschale CHF 520.- Waxoyl CHF 390","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraDachhimmel in Stoff schwarzKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Sportkontur-Lederlenkrad im 3-Speichen-Design unten abgeflacht mit Multifunktion plusMittelarmlehne vornePaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneRäder: Aluminium-Gussräder - 18 Zoll - Audi Sport, 5-Y-Speichen, schwarz metallic, glanzgedreht,Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenArrow down iconMehr anzeigen","AMAG Horgen","Im Schnegg 1, 8810 Horgen","https://www.amag.ch/de/garagenuebersicht/garage-horgen.html","Geschäft 044 727 40 40"
"1733582509-192","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12043393","AUDI A1 Sportback 30 TFSI Attraction","Standort: AMAG Horgen - Im Schnegg 1  8810 Horgen/ Tel: 044 727 40 40","CHF 34'690.–","Neues Fahrzeug","Neues Fahrzeug","12 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[1X0E] pfeilgrau-mythosschwarz
[EA5] Anschlussgarantie 4. Jahr, max. 80'000 km, (netto)

Ablieferungspauschale CHF 520.- Waxoyl CHF 390.-","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraDachhimmel in Stoff schwarzKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeLenkrad: Sportkontur-Lederlenkrad im 3-Speichen-Design unten abgeflacht mit Multifunktion plusMittelarmlehne vornePaket: Kontrastpaket 2Paket: LichtpaketArrow down iconMehr anzeigen","AMAG Horgen","Im Schnegg 1, 8810 Horgen","https://www.amag.ch/de/garagenuebersicht/garage-horgen.html","Geschäft 044 727 40 40"
"1733582512-193","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12019563","AUDI A1 Sportback 30 TFSI Attraction","","CHF 28'900.–","09.2024","09.2024","20 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","[9VD] Audi Sound System
[5MB] Dekoreinlagen Polygonstruktur Feinlack schiefergrau
[0UK] Akzentflächen Diamantlack silbergrau
[D32] Kundenvorteil Paket ""Infotainment"" (2024 - WKC)
[B4B4] cortinaweiss-cortinaweiss
[A41] ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","AMAG Kreuzlingen","Hauptstrasse 99, 8280 Kreuzlingen 2","https://www.amag.ch/de/garagenuebersicht/garage-kreuzlingen.html","Geschäft 071 678 28 28"
"1733582517-194","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-10-tfsi-sport-12030953","AUDI A1 Sportback 1.0 TFSI Sport","Top Zustand / Top Ausstattung / S-Line / 18"" Audi Sport Felgen / frisch ab MFK / 8-fach bereift / Garantie 12mt.!","CHF 14'900.–","11.2016","11.2016","72'000 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","95 PS (70 kW)","4.5 l/100 km","Ja","01.12.2024","Ja","","AusstattungenOptionale AusstattungAblagenpaketAlu-Räder 7,5Jx18 5-Arm-DesignAssist: Einparkhilfe hintenAudi Sound SystemConnectivity PaketMedia: Audi music interfaceMedia: Bluetooth-SchnittstelleVorbereitung NavigationssystemGarantie: Audi Garantie: 4 Jahre oder 120'000 km (ab 1. Inv.)KomfortpaketAblagenpaketAssist: Einparkhilfe hintenAussenspiegel rechts und linksBordcomputerLED InnenlichtpaketLicht: Licht- und RegensensorMittelarmlehne vorneTempomatKomfortschlüssel ohne Safe-FunktionLED InnenlichtpaketMedia: Audi music interfaceArrow down iconMehr anzeigen","Central Garage Glarus","Occasionsplatz:Grosszaun (beim Kreisel Netstal), 8754 Netstal","http://www.central-garage.ch","Geschäft 055 650 19 19"
"1733582519-195","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a3-9522461","AUDI a3","","CHF 14'000.–","10.2013","10.2013","120'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","122 PS (90 kW)","5.2 l/100 km","Ja","01.06.2022","Nein","","AusstattungenOptionale AusstattungKlimaautomatik KomfortLED InnenlichtpaketLeichtmetallräder im 7-Doppelspeichen -Licht-, Regensensor, FernlichtassistentLicht: LED HeckleuchtenMedia style PaketMedia: Bluetooth-SchnittstelleMittelarmlehne vorneNavigationspaketSerienmässige Ausstattung3-Speichen-SportlederlenkradArrow down iconMehr anzeigen","","8852 altendorf","","Privat 055 516 12 14"
"1733582521-196","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11965303","AUDI A1 Sportback 30 TFSI S Line Attraction","Top gepflegt  / Erste Hand / Mythos Schwarz Metallic / Garantie 100'000km / 5 Jahre / Schönes Fahrzeug mit vielen Optionen","CHF 19'950.–","11.2020","11.2020","53'400 km","Automat","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6 l/100 km","Nein","27.11.2020","Nein","Erste Hand Fahrzeug / mit AMAG Garantie / Top Zustand / Aluräder 17"" 5-V-Speichen Design kontrastgrau & poliert / Interieur S-Line / Komfortklima-Automatik 2-Zonen / Infotainement Paket im Wert von CHF ...","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Media: Audi Phone BoxMedia: Audi connect Navigation & Infotainment plus - 3 JahrePaket: GepäckraumpaketPaket: LichtpaketRäder: Aluminium-Gussräder - 17 Zoll - im 5-V-Speichen-Design, kontrastgrau, teilpoliertSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenArrow down iconMehr anzeigen","Martin Z.","8907 Wettswil","","Mobil 079 635 81 22"
"1733582524-197","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-14-tfsi-ambition-s-tronic-4955213","AUDI A1 1.4 TFSI Ambition S-tronic","","CHF 14'499.–","06.2013","06.2013","58'800 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","140 PS (103 kW)","4.7 l/100 km","Nein","22.06.2017","Ja","I am selling my super well kept Audi A1. Car is in an excellent condition.  Always serviced at Amag in Lugano or Zürich, last service in October 2023. Make your offer.
Possibly it had some other funcionalities ...","AusstattungenSerienmässige Ausstattung3-Speichen-SportlederlenkradAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7Jx16J 7-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Aussenspiegel in WagenfarbeArrow down iconMehr anzeigen","Heili R.","8180 Bülach","","Mobil 076 242 88 15"
"1733582526-198","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-advanced-attraction-11885905","AUDI A1 Sportback 30 TFSI advanced Attraction","It includes additional winter tires.","CHF 28'800.–","06.2023","06.2023","4'600 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","-","Nein","Nein","Ja","For Sale: 2023 Audi A1 Sportback 30 TFSI Attraction - Nearly New, Low Mileage, Full Warranty

I’m selling my 2023 Audi A1, in excellent condition with only 4,600 km on the odometer. This car has ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: BerganfahrassistentAssist: Einparkhilfe plusAssist: RückfahrkameraKlima: 2-Zonen-KomfortklimaautomatikSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneArrow down iconMehr anzeigen","Marcelo S.","8046 Zurich","","Privat 044 546 54 87"
"1733582528-199","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-16-tdi-sport-11951613","AUDI A1 Sportback 1.6 TDI Sport","","CHF 13'000.–","02.2016","02.2016","160'000 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Diesel","116 PS (85 kW)","3.7 l/100 km","Ja","04.04.2023","Nein","- La macchina appartiene a proprietario non fumatore, senza animali
- manutenuta con cura, sempre lavaggio a mano, ottime condizioni di carrozzeria, motore, interni e meccanica.
- tagliandi obbligatori ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAudi Sound SystemAudi music interface onlineAussenspiegel rechts und linksAussenspiegel und Dachkuppel inAusströmermanschettenBerganfahrassistentBose SoundsystemConnectivity PaketMedia: Audi music interfaceMedia: Bluetooth-SchnittstelleVorbereitung NavigationssystemDachspoiler in WagenfarbeArrow down iconMehr anzeigen","Mirco S.","8134 Adliswil","","Privat 044 546 01 04"
"1733582531-200","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-sport-14-tfsi-ambition-neue-steuerkette-11759966","AUDI A1 Sportback Sport 1.4 TFSI Ambition neue Steuerkette","","CHF 10'500.–","05.2012","05.2012","158'000 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","185 PS (136 kW)","5.9 l/100 km","Nein","11.02.2022","Nein","Zusätzlich 4 gebrauchte Winterpneu gratis dazu

Neue Steuerkette

Frisch ab Service","AusstattungenSerienmässige Ausstattung3-Sitz-Rückbank3-Speichen-SportlederlenkradAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7,5Jx17 5-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: BerganfahrassistentArrow down iconMehr anzeigen","Alessandra B.","9014 St. Gallen","","Privat 071 516 93 23"
"1733582536-201","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=0","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12028372","AUDI A1 Sportback 30 TFSI Attraction","","CHF 31'900.–","03.2024","03.2024","8'500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","5.8 l/100 km","Ja","Nein","Ja","Winterreifen
[0E0E] mythosschwarz-mythosschwarz
[9VD] Audi Sound System
[A41] Audi Swiss Service Package+
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[GB1] LTE-Unterstützung ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: SpurwechselwarnungDachhimmel in Stoff schwarzKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Media: Audi Phone BoxMittelarmlehne vornePaket: GepäckraumpaketPaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneRäder: Aluminium-Gussräder - 16 Zoll - im 10-Speichen-DesignArrow down iconMehr anzeigen","Audi Center AMAG Zürich","Giessenstrasse 4, 8600 Dübendorf","http://www.autowelt.amag.ch","Geschäft 044 325 49 00"
