web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,guarantee_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
1734007671-316,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-28-quattro-ambition-11887446,AUDI A4 2.8 quattro Ambition,** GUT & GÜNSTIG ** 4x4 / AUTOMAT / KLIMA ** MFK am 08.2024 i.O. + Service ** Garantie ** Zustand siehe Bilder ** Kredit **,CHF 4'999.–,Calendar icon07.1999Car iconLimousineRoad icon282'000 kmGas station iconBenzinTransmission iconAutomatVehicle power icon193 PS (142 kW)Drive type iconAllradConsumption icon11 l/100 kmG,07.1999,282'000 km,Automat,Allrad,Limousine,Benzin,193 PS (142 kW),11 l/100 km,Ja,14.08.2024,Ja,"Herzlich willkommen bei R&M Automobile GmbH

Wir freuen uns auf Ihren Besuch im vielseitigsten Occasion- und Neuwagencenter der Zentral-Schweiz. Laufend neue Top Angebote, bei einem Fuhrpark von rund ...",AusstattungenOptionale AusstattungAirbag: Airbag Beifahrer deaktivierbarAutomat TiptronicComfort-PaketKlimatisierungsautomatikMittelarmlehne vorneTempomatZentralverriegelung mit FernbedienungSerienmässige Ausstattung5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAllradantrieb permanentAluminium-ApplikationenAnalog-UhrAntiblockiersystem (ABS)Aussenspiegel rechts und links beheizbar und elektrisch verstellbarArrow down iconMehr anzeigen,R&M  Automobile GmbH,"Gewerbestrasse 6, 6417 Sattel",https://www.rmauto.ch,Verkauf 041 835 19 07
1734007674-317,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-design-quattro-s-tronic-11609631,AUDI A4 Avant 2.0 TDI Design quattro S-tronic,"Service gepflegter Audi Allrad Diesel , Facelift , Head-Up, Ab MFK , Garantie",CHF 21'500.–,Calendar icon05.2016Car iconKombiRoad icon122'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon4.6 l/100 kmB,05.2016,122'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),4.6 l/100 km,Ja,26.06.2024,Ja,"jeder Service bei Audi 
MFK wird frisch gemacht",AusstattungenOptionale Ausstattung3 Speichen-LederlenkradAbgedunkelte Seiten- und HeckscheibeAdBlue Behälter mit grösserem VolumenAlcantara-/Leder-AusstattungAlu-Räder 8Jx18 im 10-Speichen V-DesignAmbientebeleuchtungAudi Smartphone InterfaceAudi Sound SystemAudi connect (3 Jahre)Audi design selection3 Speichen-LederlenkradAlu-Räder 8Jx18 im 10-Speichen-DesignAmbientebeleuchtungDekor: Interieurelemente in KunstlederArrow down iconMehr anzeigen,Garage Braschler AG,"Feldmoosstrasse 8, 8853 Lachen",http://www.garage-braschler.ch,Geschäft 055 442 47 17
1734007676-318,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tfsi-s-tronic-quattro-11874818,AUDI A4 Avant 40 TFSI S-tronic quattro,***Original Standheizung ab Werk***,CHF 45'900.–,Calendar icon08.2023Car iconKombiRoad icon13'500 kmGas station iconMild-Hybrid Benzin/ElektroTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon-,08.2023,13'500 km,Halbautomatisches Getriebe,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,204 PS (150 kW),-,Ja,Nein,Ja,,AusstattungenOptionale AusstattungAirbag: Seitenairbags hintenAssist: RückfahrkameraAudi virtual cockpit plusBordwerkzeug und WagenheberGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 3-Zonen-KlimatisierungsautomatikKlima: Standheizung/-LüftungLackierung: Metallic-LackierungLicht: Fernlicht-AssistentLicht: Matrix LED-Scheinwerfer mit LED-Heckleuchten und Scheinwerfer-ReinigungsanlageArrow down iconMehr anzeigen,Autocenter Limmattal B. Strebel AG,"Grindlenstrasse 2, 8954 Geroldswil",http://www.autocenterlimmattal.ch,Geschäft 044 749 27 27
1734007678-319,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tfsi-s-line-s-tronic-quattro-11625715,AUDI A4 Avant 40 TFSI S line S-tronic quattro,"S Line Competition, Panodach, Standheizung, Rückfahrkamera, Assistenzpaket Stadt & Tour, Interior S Line etc.",CHF 47'990.–,Calendar icon11.2023Car iconKombiRoad icon10 kmGas station iconMild-Hybrid Benzin/ElektroTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon-,11.2023,10 km,Halbautomatisches Getriebe,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,204 PS (150 kW),-,Ja,Nein,Ja,"Autoland Reust AG der 3500m2 grosse Showroom direkt an der Autobahn A3

Der Spezialist für Neuwagen & Gebrauchtwagen, massgeschneiderte Finanzierungsangebote, Werkstatt, Reifen & Räder Service. Ihnen ...",AusstattungenOptionale AusstattungAnhängevorrichtungAssist: Geschwindigkeitsregelanlage inklusive GeschwindigkeitsbegrenzerAssist: RückfahrkameraAssist: Spurverlassenswarnung inkl. Audi pre sense rearAudi connect SchlüsselAudi virtual cockpit plusAussenspiegelgehäuse in Schwarz glänzendBremssättel rot lackiertDekor: Akzentflächen Glasoptik schwarzDekor: Dekoreinlagen in Aluminium matt gebürstetArrow down iconMehr anzeigen,Autoland Reust AG,"Neuländerstrasse 7 Industrie Nord, 8865 Bilten",http://www.8865.ch,Geschäft 055 415 88 65
1734007681-320,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-18-tfsi-multitronic-11994733,AUDI A4 1.8 TFSI multitronic,Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeug,CHF 15'000.–,Calendar icon10.2012Car iconLimousineRoad icon78'800 kmGas station iconBenzinTransmission iconStufenlosVehicle power icon170 PS (125 kW)Drive type iconVorderradantriebConsumption icon5.8 l/100 kmD,10.2012,78'800 km,Stufenlos,Vorderradantrieb,Limousine,Benzin,170 PS (125 kW),5.8 l/100 km,Ja,Nein,Nein,"Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeug / EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir ...",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen8-Stufen-Automat CVT sequentiellAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7.5x16J im 10-Speichen-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,Doors Automobile GmbH,"Fabrikstrasse 6, 8340 Hinwil",http://www.doorsautomobile.ch,Geschäft 076 222 14 28
1734007683-321,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-35-tdi-attraction-s-tronic-10012274,AUDI A4 Avant 35 TDI Attraction S-tronic,"AUDI TEAM, AMAG ZUG, 041 748 57 95, Für Besichtigung bitte Termin vereinbaren",CHF 27'990.–,Calendar icon04.2021Car iconKombiRoad icon55'500 kmGas station iconMild-Hybrid Diesel/ElektroTransmission iconAutomatikgetriebeVehicle power icon163 PS (120 kW)Drive type iconVorderradantriebConsumption icon5.2 l/100 kmC,04.2021,55'500 km,Automatikgetriebe,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,163 PS (120 kW),5.2 l/100 km,Nein,30.04.2021,Ja,,AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAudi virtual cockpit plusDachhimmel schwarzLicht: Fernlicht-AssistentPaket: Assistenzpaket StadtAssist: Einparkhilfe plusAssist: RückfahrkameraPolster: Stoff SystemPrivacy-Verglasung (Scheiben abgedunkelt)Räder: Leichtmetallräder 16 Zoll im 5-Arm-DesignSitze: 4-Wege-Lendenwirbelstütze für die VordersitzeArrow down iconMehr anzeigen,AMAG Audi Center Zug,"Alte Steinhauserstrasse 1, 6330 Cham",http://www.zug.amag.ch,Geschäft 041 748 57 57
1734007685-322,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-design-quattro-s-tronic-11607014,AUDI A4 Avant 2.0 TDI Design quattro S-tronic,,CHF 32'200.–,Calendar icon03.2018Car iconKombiRoad icon37'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon4.6 l/100 kmB,03.2018,37'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),4.6 l/100 km,Nein,Nein,Nein,"Es freut uns, dass Sie sich für unser Fahrzeug interessieren!

Weitere Infos zum Fahrzeug

*Diesel
*Automat 
*5 Türig  
*Navi 
*Panoramadach 


 ...",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAblagen in den TürenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,Autobörse 24 AG,"Rigiweg 1, 6343 Holzhäusern",http://www.autoboerse-zug.ch,Verkauf 079 899 11 33
1734007688-323,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-quattro-ch-fahrzeug-mit-gratis-service-11764268,AUDI A4 Avant 40 TDI S-line Quattro / CH-Fahrzeug mit Gratis Service,Head-UP/B&O/Zeichen+Spur+Sideassist/Distanzregler/Kamera/Komfortschlüssel/Klimaautomat/Virtual Cockpit/Sitzheiz/Sportsitze/,CHF 40'900.–,Calendar icon04.2023Car iconKombiRoad icon22'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon5.7 l/100 kmD,04.2023,22'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,Ja,Nein,Ja,"Die TopcarZug AG

Aus Leidenschaft zu schönen und funktionalen Autos ist die TopcarZug AG im Jahre 2005 entstanden.

Mit modernster Infrastruktur und kompetentem Personal haben wir uns das Ziel ...",AusstattungenOptionale AusstattungAdBlue-Tank 8 mit erhöhtem Füllvolumen (24 l)Assist: RückfahrkameraAssist: SpurverlassenswarnungAssist: Spurverlassenswarnung inkl. Audi pre sense rearAudi pre sense basicAussenspiegel rechts und links beheizbar und elektrisch anklappbarDachreling in AluminiumDekor: Akzentflächen Glasoptik schwarzDekor: Dekoreinlagen in Aluminium matt gebürstetEntfall Leistungs- / Technologie-SchriftzugArrow down iconMehr anzeigen,TopcarZug AG,"Chollerstrasse 2, 6300 Zug",http://www.topcarzug.ch,Geschäft 041 709 00 30
1734007691-324,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-attraction-quattro-s-tronic-11906652,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,"TOP Zustand, TOP Ausstattung, CH Fahrzeug, Gratis Service.",CHF 42'400.–,Calendar icon05.2023Car iconKombiRoad icon24'800 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon-,05.2023,24'800 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,204 PS (150 kW),-,Ja,Nein,Ja,,AusstattungenOptionale AusstattungAdBlue-Tank 8 mit erhöhtem Füllvolumen (24 l)Airbag: Seitenairbags hintenAssist: Audi active lane assist mit kamerabasierter VerkehrszeichenerkennungAssist: Kamerabasierte VerkehrszeichenerkennungAssist: Parkassistent mit Einparkhilfe plusAssist: RückfahrkameraAssist: SpurverlassenswarnungAssist: Spurverlassenswarnung inkl. Audi pre sense rearAudi connect SchlüsselAussenspiegel rechts und links beheizbar und elektrisch anklappbarArrow down iconMehr anzeigen,Auto - Petri GmbH,"Kasernenstrasse 4d, 8184 Bachenbülach",http://www.autopetri.ch/,Geschäft 044 501 70 09
1734007693-325,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-20-benzin-150ps-11995237,AUDI A4 2.0 Benzin 150ps,Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeug,CHF 24'500.–,Calendar icon04.2019Car iconLimousineRoad icon132'900 kmGas station iconBenzinTransmission iconAutomatVehicle power icon150 PS (112 kW)Drive type iconVorderradantriebConsumption icon-,04.2019,132'900 km,Automat,Vorderradantrieb,Limousine,Benzin,150 PS (112 kW),-,Ja,Nein,Nein,"Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeug / EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir ...",,Doors Automobile GmbH,"Fabrikstrasse 6, 8340 Hinwil",http://www.doorsautomobile.ch,Geschäft 076 222 14 28
1734007695-326,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-attraction-quattro-s-tronic-11982654,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,Swiss Service Package  bis 12.03.2033/ 100’000 Km,CHF 43'999.–,Calendar icon03.2023Car iconKombiRoad icon36'500 kmGas station iconDieselTransmission iconAutomatikgetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon6 l/100 kmD,03.2023,36'500 km,Automatikgetriebe,Allrad,Kombi,Diesel,204 PS (150 kW),6 l/100 km,Nein,Nein,Ja,"[0E] mythosschwarz metallic
[A41] Audi Swiss Service Package+
[N5K] Polster: Mikrofaser Frequenz/Leder-Kombination mit S-Prägung
[PR9] Abwahl rollwiderstandsoptimierte Reifen, Aufhebung der Geschwindigkeitsbegrenzung ...",AusstattungenOptionale AusstattungAdBlue-Tank 8 mit erhöhtem Füllvolumen (24 l)Assist: Parkassistent mit Einparkhilfe plusAssist: RückfahrkameraAudi virtual cockpit plusAussenspiegel rechts und links beheizbar und elektrisch anklappbarDachhimmel schwarzDekor: Dekoreinlagen in Aluminium matt gebürstetFahrwerk: Komfortfahrwerk mit DämpferregelungHead-Up DisplayKomfortmittelarmlehne vorneArrow down iconMehr anzeigen,AMAG Automobil und Motoren AG,"Zugerstrasse 2, 6340 Sihlbrugg",https://www.amag.ch/de/garagenuebersicht/occasions-center-sihlbrugg.html,Geschäft 041 748 67 48
1734007698-327,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-30-v6-tdi-quattro-10987019,AUDI A4 3.0 V6 TDI quattro,**!! CH-Fahrzeug // S-Line Innen & Aussen // Navigation PLUS // Anhängevorrichtung // Winterräder !!**,CHF 12'500.–,Calendar icon02.2007Car iconLimousineRoad icon166'000 kmGas station iconDieselTransmission iconAutomatikgetriebeVehicle power icon233 PS (171 kW)Drive type iconAllradConsumption icon7.9 l/100 kmG,02.2007,166'000 km,Automatikgetriebe,Allrad,Limousine,Diesel,233 PS (171 kW),7.9 l/100 km,Ja,13.01.2020,Nein,"Herzlich willkommen bei der HIRZEN automobile ag - Es erwartet Sie ein grosser Showroom mit schönen und gepflegten Fahrzeuge.

*** Für Besichtigung & Probefahrt bitte um Terminvereinbarung - Fahrzeug ...","AusstattungenOptionale AusstattungAdvance Plus PaketFensterschachtzierleisten in AluminiumHeckklappe elektrischInnenspiegel automatisch abblendbarMittelarmlehne vorneNavigationssystemPark Distance Control hintenRadio ConcertRegensensor für Scheibenwischer vorneTempomatAlu-Räder 7,5Jx17 5-Arm-DesignAnhängevorrichtung mit abnehmbaremMetallic-LackierungS line ExterieurpaketS line-SportpaketAlu-Räder 7,5X17J im 9-Speichen-DesignAluminiumapplikationen mattDachhimmel schwarzKreuzstützen für Vordersitze elektrischLederhandbremshebelSportsitze vorneStoff-/Leder-AusstattungWeisse BlinkleuchtenVorbereitung für Handy mit Freisprech-Serienmässige Ausstattung3 Kopfstützen hintenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsArrow down iconMehr anzeigen",HIRZEN automobile ag,"Hirzenstrasse 1, 9244 Niederuzwil",http://www.hirzenautomobile.ch,Geschäft 071 555 99 00
1734007700-328,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-b5-28-quattro-ambition-11665875,AUDI A4 B5 2.8 quattro Ambition,** Audi A4 B5 Quattro ** WENIG KM ** Guter Allg. Zustand ** Ab MFK + Service ** Garantie 3Mt. / 3`000KM ** Kredit **,CHF 6'990.–,Calendar icon12.2000Car iconLimousineRoad icon120'000 kmGas station iconBenzinTransmission iconAutomatVehicle power icon193 PS (142 kW)Drive type iconAllradConsumption icon11 l/100 kmG,12.2000,120'000 km,Automat,Allrad,Limousine,Benzin,193 PS (142 kW),11 l/100 km,Ja,Nein,Ja,"Herzlich willkommen bei R&M Automobile GmbH

Wir freuen uns auf Ihren Besuch im vielseitigsten Occasion- und Neuwagencenter der Zentral-Schweiz. Laufend neue Top Angebote, bei einem Fuhrpark von rund ...",AusstattungenOptionale Ausstattung5-Stufen-Automat TiptronicAirbag: Airbag Beifahrer deaktivierbarBeifahrersitz höhenverstellbarBuffalino Leder-AusstattungComfort-PaketKlimatisierungsautomatikMittelarmlehne vorneTempomatZentralverriegelung mit FernbedienungDekor: Holzapplikationen NussbaumInnenspiegel automatisch abblendbarMetallic-LackierungMittelarmlehne vorneOeltemperaturanzeige und VoltmeterArrow down iconMehr anzeigen,R&M  Automobile GmbH,"Gewerbestrasse 6, 6417 Sattel",https://www.rmauto.ch,Verkauf 041 835 19 07
1734007702-329,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-190-sport-quattro-s-tronic-11937431,AUDI A4 Avant 2.0 TDI 190 Sport quattro S-Tronic,* AB MFK * CH FAHRZEUG AUS 2. HAND * SERVICE GEPFLEGT *,CHF 14'900.–,Calendar icon12.2016Car iconKombiRoad icon270'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon4.6 l/100 kmB,12.2016,270'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),4.6 l/100 km,Ja,Nein,Nein,"**Herzlich willkommen bei M & F Automobile GmbH  Oberglatt * 
Im Vorderasp 3 
8154 Oberglatt
tel.    044  201 12 00
mail . **

** Besten Dank für Ihr Interesse an unseren Fahrzeugen.** ...","AusstattungenOptionale AusstattungAdBlue TankAudi Phone BoxAudi Sound SystemAudi connect Notruf & ServiceAudi virtual cockpitAussenspiegel elektrisch anklappbarInterieurelemente in KunstlederKlimaautomat plus 3-ZonenLeichtmetallräder 18"" 5-Doppelspeichen RSLendenwirbelstützen elektr. für VordersitzeArrow down iconMehr anzeigen",M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",http://www.mfauto.ch,Geschäft 052 212 33 12
1734007707-330,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=3,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-attraction-quattro-s-tronic-11785119,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,AMAG / CH-Ausführung / GRATIS-Service / 5 Jahre (oder 100'000km) Werksgarantie!,CHF 53'900.–,Calendar icon08.2024Car iconKombiRoad icon4'000 kmGas station iconDieselTransmission iconAutomatikgetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon6 l/100 kmD,08.2024,4'000 km,Automatikgetriebe,Allrad,Kombi,Diesel,204 PS (150 kW),6 l/100 km,Ja,Nein,Ja,"[A41] Audi Swiss Service Package+
[PR9] Abwahl rollwiderstandsoptimierte Reifen, Aufhebung der Geschwindigkeitsbegrenzung 210 km/h (19 Zoll)
[#G8] Anschlussgarantie +2 Jahre, max. 100'000 km, (netto)
[1XW] ...",AusstattungenOptionale AusstattungAssist: RückfahrkameraAudi virtual cockpit plusAussenspiegelgehäuse in Schwarz glänzendBremssättel rot lackiertKomfortmittelarmlehne vorneKomfortschlüssel inklusiveLackierung: Metallic-LackierungLicht: Einstiegs-LED mit Logoprojektion vornPaket: S line competition plusAussenspiegelgehäuse in Schwarz glänzendBremssättel rot lackiertDesignfolie Audi Ringe an den hinteren TürenLicht: Einstiegs-LED mit Logoprojektion vornLicht: Matrix LED-Scheinwerfer mit dynamischem BlinklichtPaket: Ambiente Lichtpaket plusPolster: Stoff SystemArrow down iconMehr anzeigen,AMAG Winterthur,"Zürcherstrasse 240, 8406 Winterthur-Töss",http://www.winterthur.amag.ch,Geschäft 052 208 31 31
1734007710-331,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=3,,https://www.autoscout24.ch/de/d/audi-a4-avant-45-tfsi-s-line-quattro-s-tronic-11316052,AUDI A4 Avant 45 TFSI S-Line quattro S-Tronic,"**NP 90'100.-**3J Gar, AHK Vorb., Leder-Alcantara, B&O, Head-Up, Keyless, Pack Tour, Assistenten, Lichtpaket, Dämpferregelung",CHF 48'850.–,Calendar icon02.2023Car iconKombiRoad icon10'000 kmGas station iconMild-Hybrid Benzin/ElektroTransmission iconHalbautomatisches GetriebeVehicle power icon265 PS (195 kW)Drive type iconAllradConsumption icon7.8 l/100 kmE,02.2023,10'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,265 PS (195 kW),7.8 l/100 km,Ja,Nein,Ja,"Absoluter Top-Zustand aus 1.Hand und garantiert kein Unfallwagen, laufende Werksgarantie, alle Service pünktlich und lückenlos gemacht, CH-Auto mit 10 Jahren / 100'000km Gratis-Service, Nichtraucher, keine ...","AusstattungenOptionale AusstattungAnfahrassistentAudi Side Assist inkl. Audi pre sense rearAussenspiegel elektrisch anklappbar/ automatisch abblendendKomfort-Mittelarmlehne vorneLeder Mikrofaser S-lineLeichtmetallräder 19"" 10-SpeichenMMI Navigation plusMatrix LED-ScheinwerferPack Assistenz TourAdaptive Cruise ControlAudi Lane Assist (Spurverlassenswarnung)Kamerabasierte VerkehrszeichenerkennungPack CommunicationArrow down iconMehr anzeigen",Schmid-Garage AG,"Kirchbergerstrasse 36, 9534 Gähwil",http://www.schmidgarage.ch,Geschäft 071 931 20 31
